vin,sellingprice
1n4al3ap0ec178169,17605.14183599719
1fm5k7f80egb63554,27032.04941122793
1c4bjweg1el324143,31001.27694799719
2fmza50674ba02740,1908.7788384901141
2cndl63f676061426,5500.373505990367
kmhtc6ae8du116445,15158.227469311474
1fmcu9g99euc77459,17330.505692969717
1ftfw1et2cfb31773,31235.749626995206
2s3da417786119685,4340.976952888922
1g11c5sa0df333535,11857.375060580118
1g1pg5sb6e7421007,11984.040700393687
1fahp3gn0aw208871,8183.6746581502575
wp1ac2a28dla91691,56490.58797697477
waurvafd9cn008448,38555.95604575222
jn8as5mv6bw313723,15340.530434194885
3gnca23b59s510957,8513.95137032198
1gnfk263x9r288904,14821.46050322071
jn1aj0hp1cm400457,23158.3905066436
jn1ca31d8yt502829,484.7366632893115
salty1240ya246962,978.9991663467422
1n4al2ap0cc138536,13128.023391944258
2gcek19c371705389,12083.177725437781
1ftew1cmxekd07843,26121.268520073652
2fmza52433ba95122,2040.652683433251
1fahp60a92y128502,10330.712522967995
3c6ur5fl7eg239979,41947.11496914591
kndjp3a52e7015416,12881.944509622246
4jgbb8gb0ba634815,22567.036933101444
3vwdx7aj5cm325366,12028.024500045722
1fahp3f21cl449981,10217.327123105024
2t1bu4ee5dc042376,12312.59393989973
1ftrx04809kb22622,15768.130299286844
wddgf56xx9r048621,13236.352458149853
jthce96s870003040,18837.690284101704
jn1cv6fe0bm954220,21403.454438018816
1d4hs48nx3f536513,1142.5377403966947
jtehf21a930123204,5538.121997387815
3gcek13c99g140777,15913.822968024944
jf1gpac6xe8276507,17955.584064939154
jn8az2kr7ct253017,10448.188613523838
2t2bk1ba2dc195072,33198.49641410229
1g1pe5sb6e7122266,12584.273217051668
wddgf4hb4ca679298,23678.35606028136
wbaam3330xkc58033,1098.2224580453656
1n4al21e77c122435,4569.177876643438
2c4rc1cg4er387534,24497.960452629308
1fmeu64e87ua62358,4773.867502637997
1n4al2ap1cn443614,14074.11017841103
1g1pe5sb9e7119121,13197.233398494356
1d7hu18d25s140718,2094.6726209548133
4t1bf1fk5cu186200,16268.606742430593
1fahp3gn1bw134961,8535.769413995606
jm1fe17n950147606,3513.5060360224666
3gcpcse09dg122013,26027.05957746419
5npec4abxch413359,12917.616193525462
4t1bf1fk1cu095926,16279.259139339496
1fmcu02749ka48576,4816.859478350978
jn1cv6ar8dm760595,22032.89434374056
1zvht85h765264042,4822.385263821939
2c3ka63h16h440859,6207.423959687135
jtdkb20u277571136,4000.1068111589448
wbafr7c5xcc808226,31508.24505411472
jtjbt20x560107091,8263.043318071634
1fmcu0e75cka15413,11330.35262138274
1d7rb1gpxas101486,13468.078771450786
5uxfa53563lv93604,2090.6807463527307
jn8as5mt1cw256301,14944.878462802055
1d3hb16px9j510376,8229.969691638456
ja32x8hw9au021756,10041.179335228573
1c3ccbbb2dn539439,9986.796710091156
3n1cn7ap3cl888014,7434.606564464846
jm1bk343551337385,3413.7220718133576
3n1ab7ap3dl762317,12721.16161874979
1fahp53u07a112737,2008.4565147656156
1ftsw21r88ea01041,11249.363051606657
1g1zb5e15bf167415,8542.574352259478
3d4gg47b49t538633,5939.678973544333
2g1fc3d35e9269298,23833.530397434937
wba3a5c58cf347086,23076.91853799715
5j6tf1h36cl006804,15972.203115179631
4a32b2ff7ce017280,9318.852426247886
jn1cv6ar4dm754292,23690.828092384098
2hgfa1f51bh504881,9624.78248709127
4a3ab36s24e075345,1824.4358603610099
1fahp24w48g112012,6030.430346277985
yv1rh592672608700,7372.836933097829
2cndl13fx86337806,8846.36357806529
4jgda5hb9da127455,35870.688634409344
1c3ccbbb8dn764948,9338.512537253544
1g1pe5sb9e7102786,13197.085132983346
1gkdt13s522308207,1335.514779607567
1gyfk668x7r312914,16201.188439196805
3fa6p0h74dr282646,11276.550181074168
jh4dc4357ys001426,464.35882678614394
1fmzu73e82za08921,1556.562443815
1j4gr48k75c629370,4933.354816564248
wdbng76j13a351801,6868.8039649570765
1c4rjfcg8cc191623,17832.94843326022
1hgcg56762a138263,1151.1833350628651
ys3ed49z133043714,957.6424181414222
jtdktud37cd525680,8834.32863494335
1g1zs52f05f192534,3801.103634290243
1zvbp8cf6e5311782,24168.621244579685
1g3nl52e4yc327272,630.4126676154791
1gkfk63847j256062,11475.439549930024
2c3ca5cv5ah211274,9386.104605240818
5fnyf4h43cb022158,19804.772763427307
wddgf56xx8f094322,15249.95710970723
1n4al2ap0cn526046,10625.730152730635
4s3bmbb65c3031970,13733.725753137736
1n4al2ap6cc165708,12415.40996164776
kmhdh4aexdu717866,9638.918082452892
4a3ac44g9ye128081,893.6982208985548
1g1pf5sc2c7113146,6751.847267825685
1g1pd5sh9c7164533,7798.269504706065
1gnkvjed1bj351628,18388.418622704383
1hgcp2f37ca179143,12425.57217845072
2b3ka53h06h132296,3543.9914714610222
1d7hg12k44s556119,2773.9135867830214
4t1bf1fk8cu065869,11723.768327526663
5n1bv28u67n108760,4666.4831023922825
3fa6p0h7xer165901,14529.051391883278
1n4al2ap6cc184422,11954.437851813072
2t2bk1ba3cc132206,27636.888500947927
1fadp3f20dl156802,11517.054661555758
wmwmm33519tp90139,8833.017895579907
kmhdn45d52u355601,1490.05058711163
2fmdk3kc9cba66419,21567.17031875535
wbabs33411jy55723,2369.9383032040205
2c4rdgcg4er304801,16936.351584144395
1g1pc5sbxe7110661,11592.019423105181
1fm5k7f88ega60687,28971.183785009456
1gc4k1c84cf106634,31022.802326956913
1gnlrfed7as151786,10521.47642258985
1n4al3ap9dc156203,14720.943966217723
1n4al2apxcn559085,12559.996362311655
3fadp4bj2dm225958,8622.000830471608
2c4rdgcg2cr205231,10240.979812934756
4s3bmbc62e3035430,18234.301936098494
2gcek19j671600795,12822.889173877093
2fmdk4gc0dba53381,17653.662910099818
1g1ak18f287181515,1890.430822836422
1d7rb1gt3as232434,20559.477254845417
jnkay01e26m107669,9105.641922550934
1ftfw1et4dfc59546,24161.620038264202
3fahp07129r164088,5256.763223143359
5xxgm4a74eg306940,14209.018014802596
3g5da03l97s584977,2515.3804571252817
5tfem5f11bx029511,18329.74595254209
wbaye8c51dd132710,44206.87490633601
2cnflnec8b6271024,8579.435455815243
1g11h5sa1df280684,12660.509876289532
wdbrf52hx7f915711,4172.059817886838
kmhgc46f59u035076,11289.707176774598
2fmdk4gc0dbb30248,19969.938023243954
1ftpw14506fa85811,9954.860607414903
1g1pc5sb9e7321382,12608.20003414626
1g1al58f687247603,7580.462716636355
kndjp3a58e7724917,13549.435991713248
1ftkr1ad2bpa57848,6802.826712336365
3fahp0ha3br338142,5770.46315568842
1g1pc5sb4e7322441,12507.763340621188
1fmzu64k83za93274,1153.1599110047912
3d4gg47b79t204631,3252.745017632544
5fnrl38775b068659,3928.7878086045184
wba3c1c54cf430792,25715.91357872634
2cndl13f296241928,8418.08619888345
1gndt13s822483988,2192.7151513413355
2c3cdyag7dh593051,19907.95965420717
1fmcu9hx1dub30676,16743.53725341429
1ftfw1cf6ekd93156,25967.25973312011
1c3el55r35n555654,1092.839238961474
wdbuf65j93a325960,4268.136156619413
1g1zc5e07cf354970,8835.508383321232
1ftfw1ev8afa15959,22990.880559587284
jn1cv6el8bm262318,21803.30609640552
1gnkrjkd8ej180633,33101.34073231822
5tdyk3dc6ds349315,23109.917612376532
2c4rdgcg9er390851,17250.235896423706
1n4aa5ap7dc800945,13668.80305186887
wbalw7c56ddx58318,46848.66128677628
3vwdp7aj4dm403220,11444.49215040947
jh4kb16535c000168,2938.1421603505487
jtebu11f080102850,16709.572520603837
1gnek13zx4r211120,3953.2612710245994
wbaph5g59bnm80841,11904.25195839166
jm3lw28j440526648,1175.71512874098
jm3tb3cv3c0338343,18885.54746056719
1fm5k8d82dgc76428,25809.029181183698
wbane73526cm39597,9109.92841555043
wdbsk75f63f010251,11210.453635974769
2hgfg3b52ch536725,11917.38100102371
1gt120c82ef156898,33741.05121778647
3gcuksec8eg463341,34425.017275110884
knafe221995657227,2737.986644360664
5galrbed2aj153292,16692.822564536025
1n4aa5ap3cc831754,17452.54385254303
1fahp2f85eg183391,18181.236127722495
kmhct4ae2du542751,9234.10184773806
1fahp3h2xcl321204,9553.23818521762
wmwzc5c57cwl59413,20973.90655937201
jn1cv6apxcm626281,18936.2426228119
5gaer23d99j196051,11435.512243131165
4t1bf1fk0cu007108,11861.421615017005
3n1ab61e89l637667,3972.8769989976695
4f2yz92z85km31142,3501.046406168076
1ftfw1et5dfa43821,33029.332951726275
1yvhz8bh6c5m27856,6664.4280665133065
2d4gp44333r267636,957.9741432834393
1yvgf22c0x5814818,776.2869274898204
1gnek13z03r106567,2283.7256116733533
1fmjk1j5xeef51105,30502.011830657582
wddhf9ab6aa127715,24783.440858025337
jn8az1mw3dw320161,24838.413590983007
1c4rjfag4cc222286,23135.628300074037
jn1dv6ar2cm730673,18112.03412420642
3fahp0ja8br158858,6636.239868117316
1c3lc66k08n236599,3701.5594689834275
kmhct5ae7cu048437,9036.448014241407
2fmdk4jc6dbb34247,19774.854250952285
5xxgm4a77dg157082,14441.624539937564
jn1cv6ap5dm714320,21674.97546249223
3vwca21c5xm457857,1764.9028305659983
5xxgn4a77dg152560,14343.382415048016
2t2bk1ba0bc109321,24911.347753626178
jn8as5mv2dw120567,17207.821628877544
1fmcu9eg0ckb76563,17094.09155359764
3gnal2ek4es604594,14877.857859345724
waucfafh9bn017705,21460.76635150559
5xykt3a61fg564151,18488.50769841471
2c8gp64l25r351554,1732.8853406180056
1gtfg15x491162027,11002.689689035638
waukgafl0ba066778,27617.564793446112
2g1wc5e35d1260656,11247.464516101396
wdbuf65j74a444379,4743.56697614668
1hgcp2f88ca179194,15751.537529511905
2g4wb52k6x1490048,844.3635657464137
1g1zt58nx8f121079,3612.5721211473774
3fahp0ha0cr376302,11208.306963475412
wbavd13566kv10936,4055.2988301206647
wbavc53548f010277,9254.166689120551
yv1612fsxe2298168,19763.674118552834
3fahp0jg9cr273264,11054.055711130593
wa1lkafp1aa038263,20668.650501846816
1d7ha18238s585318,12799.255427786858
1fmzu73k75ua64081,6399.492899196069
1c4bjweg5cl254465,26931.466640115847
2c4rc1bg8er196071,19938.508564747855
1fmcu0hxxduc15673,15931.97875967953
1g6dm57t470192572,5144.940559502071
3n1cb51d25l481162,1718.7050512572193
1ftfw1et7bfc82705,27433.203233306896
5tfbv58167x004897,10622.64792423729
4t4bf3ek6ar028495,8776.152895738
wbaph5c57ba448368,18982.241721685536
2gnflnek7d6379611,15408.03835506158
1n4aa5ap2bc866610,16601.543502086028
wddng7db5ca475749,45890.2364995657
wbanu53598c117257,12240.650703279938
2g1wg5e34d1224929,8174.556766958813
1g1pa5sgxe7419807,12813.400470444452
3n1cn7ap9dl882803,10527.155346220818
1n4al2ap3cc137851,12927.381193026147
1ftsw21r38eb09812,16948.66035907253
3vwtl7aj0am642587,8413.66953340081
1gkkvted1cj246100,27706.555347621215
2hgfa1f67bh504277,11178.381749774517
1gkkvned9bj211007,17778.66529736738
1fmcu9gx4duc40560,14635.842679514137
2t1br32e65c484682,3372.569604642404
wddgj4hb5dg061033,24145.19017552944
3n1cn7ap2dl889186,8665.365299304478
2c3ccaag7dh561694,18858.50144190314
1yvhp84d555m49303,3182.477542853895
wddgf8bb7cr208828,21290.44583344043
2gnalcek4e6100969,18754.86254119792
jn1cv6ar6bm410945,18730.171365631697
4t1bf1fk2eu407285,15462.588811576596
jthkd5bh3c2081211,20022.27242252872
1j4hr58285c528901,2855.073137778165
1c6rd6gtxcs223936,23433.29614612877
1fahp2ew1ag163763,11708.28601710472
jn1cv6ar0bm410844,19462.456470117053
jn1cv6ar9dm762095,21533.561771277065
4t1ca30p97u132102,4774.790864922491
1hgcp3f84ca022834,12777.584100163625
wbafr9c58cdv58541,33943.57760964651
1g1jc6sg5d4229189,7330.391624898572
5npet4ac1ah595961,5660.897170034786
kmhct4ae4du308997,7637.013063110552
4jgbb86e67a269558,9152.606009583185
jthbf5c20c5159317,24175.583652567613
jn1cv6ek6cm420664,19656.01246741313
2d4rn4de9ar227655,4617.754357110052
1fadp3k22dl247849,11053.072300955255
jtdbt923694053836,5661.748381412014
wdbwk56f07f142285,11796.640731067335
3fadp4bj8cm182628,8891.205662355222
kmhgc46f39u062521,15473.305539708435
3fa6p0hr6dr166866,13456.116626539124
5fnrl388x7b122189,7014.233223108777
1g4gb5g30ff159172,23482.23704109679
3vw2k7aj4em323245,13069.28600174718
5yfbu4eexdp206026,10036.187682925753
1ftns2el8bdb11583,7694.629763405682
km8sc73d43u558983,1406.8080056048816
wbaka4c51cds99271,35002.19151846594
salsk25418a146058,20672.814786656716
wbaeh73465b192653,12803.70643752545
jm1bl1uf0b1900155,9269.902806795799
wddgf8ab9er312242,27722.682298857064
jn1cv6el9cm471083,25024.537199126746
5yfbu4ee1dp135296,10861.827462391688
jn8az2kr0dt303662,10901.078285109788
1gtw7fca3e1902026,20517.338305880286
2gnalbek3c6218955,14279.591009683929
1n4al2ap7cc173798,11962.321014907613
5fnrl18914b075434,2617.346151839261
1gnukce04ar133404,25654.905287683425
5yfbu4ee9cp043965,10657.200514672435
jf1gv7e67dg026555,24730.510244597423
1gkkvrkd2ej264437,22332.43521970003
1g1jc5sh2e4114375,10026.506025340906
jn8az1mu2bw064347,19730.838840535907
2c3ka43r36h313477,6604.852991500415
1j8ff28w67d397108,5411.776637132028
3vwrj71kx8m183958,7101.159728651418
1hgcp2f72ca021165,13854.806473363296
jn1by1ap1dm512340,28879.704414133703
1d8gp25b66b528785,1275.7617615050488
1n4aa5ap9bc809773,12257.720263615116
1gcncpeh0ez143778,17832.171159668724
kmhtc6ad7cu068071,11689.041705716443
2fmdk4kc1eba75771,26096.803568619736
1gchk23235f956311,10553.616354272748
1hgcs1b30ca019796,13319.671826431835
2g1wg5ek4b1325490,8252.278094559193
wddgf54x19r058943,11756.810277135997
5xykt3a65eg488934,16078.32589018203
1gcsgafxxe1126995,7154.713210875233
salsf2d48ba271054,32385.70946758353
1ftww31r68ed73968,19012.934260690232
1d7hu18n13s230660,2069.7757074531532
5npdh4ae5eh495253,13011.39728192854
2c3ck5cv4ah147760,9298.190726605877
1ftsw21598ee18942,19636.23739969297
wddgf4hb9cr213142,20268.183816733505
2t3bf4dv2aw037438,10245.193785508596
1c4rjfjt9ec588244,38433.075234005206
jn1cv6ap8bm510334,17360.222737215026
1g11h5sl7ef145616,15993.44227668991
kndpb3ac5e7558945,16315.977433472775
2b3hd46r24h700142,1460.0637360026776
3fa6p0h72dr342990,14450.917322077305
2g1wb5en1a1216511,6795.808388580255
kmhct4ae0du556048,9277.836693918947
1g11c5sl8ef286998,14864.579690452276
3fadp4aj9dm107987,8830.029992527647
1hgcp2f61ca223955,13617.695530537121
wbaye8c5xdde22432,43487.43738793195
3fahp0ga2cr321917,10642.344781051235
1c3ccbab9en142992,10128.788861069814
1n4al3ap6dc122882,10726.223988855238
wbapn73519a266583,10718.668403813568
3n1cn7ap0el856317,10273.844496122365
3gnek12t94g249595,3663.712694291295
1n4al3ap0dn501770,12976.446890434321
1j4rr6gt0bc621606,26202.714800054015
2fmdk3g95dbc41781,19172.225661591347
wault64b63n042406,1520.0498493279288
2c4rc1bg4er255438,18573.877883759676
1fm5k8gt8fga29028,35460.341245870455
4t1ba30k34u032671,3986.5957684414525
3gnal3ek2ds629336,13535.440860730778
1fadp3k22el314077,11202.597127865933
2g1fd3d36f9149153,11908.471379158573
wmeej3ba4ek761475,8295.273894236005
1fmhk7d8xbga76384,17615.798791268215
js3tx92v344108957,1393.4926178000333
nm0ls7bn6at038757,7322.256625152465
1ftkr4ee8bpa11400,15600.69738621779
3vwjp7at5cm618382,13378.304534374121
nm0ls7bn3at038313,7806.927100509503
5xxgn4a77cg058578,14076.223718675506
jn8ae2kp6e9107444,21946.902683505345
1n4al3ap7en338052,12733.704415875145
jthbk1eg1b2448431,19966.37503736042
2g1wg5e30c1268957,8437.939896736358
3gnbaafw4bs636933,5313.547700900508
3n1ab51d62l715371,1274.9276751562038
wvwbp7an8de534699,13991.406046377066
19xfa1f99ae056031,8302.97716220878
4a3ae75h94e034747,2166.2652597077663
5npec4ac5ch352608,11785.77129800625
knadm4a36d6256942,10025.440492430305
ja4ls31h3yp024996,1527.2399686228407
1c4pjmak6cw208906,12469.919362031287
19uua66294a027967,3719.7113911098786
2t1bu4ee5cc847714,8058.996870896378
jm1gj1u62f1171920,17269.814018359248
1n6ba06ax8n358109,7408.0762318002235
wba3x5c55ed558727,36448.06166989362
2c4rc1bgxer397230,17855.840150854463
1c6rr6mt9ds501491,27683.334251023418
19xfb2f53ce372950,10254.096395022087
1ftww31r28ea32664,30014.449300387692
wauffafl9ba057405,18339.516775493023
1fahp3f25cl287918,9188.230679582008
1gtek14vxye422562,1159.2232059481223
jhmge8h39dc078146,14429.848913568481
kmhct5aexcu036962,8209.874678489741
1c4pjlak2cw213059,13045.232473823096
wbxpa93425wd11115,9040.880947054133
5npec4acxdh544592,11909.97616541651
km8sc13e45u941007,3399.2978581921866
jnkcv64e28m124832,15412.970483875737
2a8hr44h68r727198,3614.837164986482
1c6rr7ut8es105592,33445.524119708316
1n4al3ap3dc117185,13069.383473431095
1gker33718j156239,10770.921576708406
1n4al3ap9dn507261,9826.49348778359
1fmcu0gx9dud57191,13547.762606653074
1n4aa5ap0cc812577,15525.308801634174
1gcgg25c991163844,6854.390574999259
2fafp71wx3x132762,3142.09436003949
4t1be32k83u186535,2262.659291253756
1fm5k8f83egb74988,25783.68303511473
1g4cw52k1v4659112,665.7537565460005
1n4al2ap9cn471130,12642.453986711718
1ftfx1ef4dfa74291,24730.24977658527
1ftmf1cm3ckd30504,10769.779430048302
19xfa1f56be017685,8148.102603580626
kndjt2a59c7456527,11003.407589163588
wbaph77519nl85423,10753.763614488016
1hgcd5533va110173,694.6822825712991
1zvbp8am0e5201974,17150.589948466637
3fa6p0h7xer261138,13076.636362047193
1fahp2e94dg182192,14995.660360551283
1c4pjmab2ew162445,19123.257421016773
2lmhj5nk5ebl55548,21528.489111794144
wauhfafl4en016315,28747.206071097233
19xfb2f55de269627,12896.776630110233
1fmhk7d89cga65278,17085.752487553345
jn1cv6ar4bm410281,16974.562616442112
jm3er2a50b0398208,11847.534695071348
knafx4a67e5232795,13014.045482934227
1ftnf1cf1ekd20630,17818.327577422788
jthbw1gg0d2026784,32413.109867153973
4s4brclc3e3230607,23484.50628521347
3fa6p0k97dr109911,18835.149932211312
jf1gg67515g812491,2887.9588654014037
jn1cv6ap8dm715705,22022.583877841567
jm1bk143261435974,4487.4683765019945
1g1zg57b89f154210,3631.434317467977
3fadp4bj9dm118180,10731.627156664339
3n1cn7ap6el867449,10994.019327559623
3fahp0ga3br168088,8311.734317309934
1c3cccab5fn521723,16229.398022282821
1gcec14x84z227867,1864.215044754134
wmwss1c5xewn94730,20065.83587927174
1n4al3ap1dc221433,12174.34756093194
5npeb4ac8dh810825,12737.220632464285
2t2bk1ba1dc184855,30154.731398605672
3vwck21c82m444848,828.3573125831541
1ftww3br1aeb34168,27864.416507131908
1gnkrhkdxej309352,24212.072915246525
wbxpa93476wd30454,6210.258020827268
2fmdk4jcxbba93974,18042.882477987278
jn1cv6ar2bm412126,20875.493859075432
1n4aa5ap7cc816576,17953.26765829048
1n4al3ap0dn486879,15675.515907921628
1fmcu9g91euc77276,17549.190957287858
wbaph53539a438530,12257.728750447948
5uxzw0c55bl661178,24862.846889444016
4t1bf1fk4eu785513,14004.023604371045
1c6rd6ftxcs144171,15550.982539489258
3c4pdcbb0et270939,15919.903249173864
kndmb233996272022,4500.483721118066
jnrdr07y31w107514,1544.4207479112088
4jgab57e75a540018,8477.95112387433
jn8as5mv4cw370035,14742.98568623469
1gkev13d69j119310,12834.059921667227
kndpb3a23d7358250,14853.039882611234
2t1burhe4ec027166,15590.394326288693
1ft7w2bt9feb04708,35803.65265545679
4t1bg22k1vu028805,942.0126025215263
jm1cr293270140640,4637.065177576755
1g6de5e59d0167714,18090.16200281444
wbavm1c54dvw45702,25018.5105950571
4a3ab36f69e009469,4348.349304332342
2d4fv48t95h668872,1837.9869890159584
1g1zc5e13bf380618,8931.492807503113
jhlrd78834c044760,3049.78329398433
jn8as5mv4cw367510,15666.30581548331
1fmcu0egxckc16014,16339.409367531429
1zvbp8em4e5322713,19268.072826506337
1hgcm82684a016000,3904.328580600007
3vwjp7at0cm619519,13364.708337975755
5npeb4ac4ch421226,12691.075659308051
1g1zc5eu0bf359400,7168.6983332681875
wvwdb7aj6dw079723,10184.770641796613
2fmhk6c8xebd06402,23457.04109346867
1fmcu0gx8dub70766,14704.312495449656
1n4al21e67c150159,5529.489506969961
wbxpa73404wc41570,9266.787631645904
1n4al2apxbn440161,8646.92120789469
3n1bc1cp8bl508997,5209.797372468542
2t2zk1ba1dc098413,31434.829987346762
jf1gjad69ch021263,15525.147787490656
5fnrl5h25cb101901,15741.241523007147
3gnfc160x8g192248,13552.32875606468
5npec4ac2bh013903,9707.555908163202
wp0ab2a72al065650,50338.10927722931
2t3zf4dv9bw091156,15945.175228796992
jn1cv6ar8dm759575,22139.9118778268
5xykt3a1xbg153409,13342.769793969057
2hkrl1858yh581167,1144.267899510323
1ftne2ew0eda18787,22291.78380355562
4t1bf1fk3du699818,13499.056501346937
knafx4a61e5217550,12976.118174290032
1g11a5sl0ef201187,9817.667203856474
1fadp3k22el273093,12829.574260579342
1j8ft28w18d669753,4762.937992489288
jt3gn87r7y0147029,1045.908026821826
1j8ft47078d778775,5599.256924791633
3n1ab6ap7bl721180,8327.295447272925
1d4pu4gk7bw572090,13423.185574822284
salmf1e42aa315095,31050.3711446993
jteep21a270196498,9392.744836163374
1ftfw1etxefb56777,31388.312481796915
1c3bcbeb3en158210,16297.838702213165
wbaph5c53ba448352,16991.130361624182
wbapl5g55bnn22548,24918.0362926901
4t1bf3ek8bu174456,8808.809399903652
jn1cv6ap9dm717544,22203.83254955165
jn8as5mv4dw619659,17016.961527373984
5npeb4ac5dh680454,11509.04518910854
1fmcu0h99dua01646,17035.804715826504
2ctaluec7b6236777,15722.399806979154
jm1bl1up7d1755580,8855.127841098407
1ftyr14u18pa62750,8930.812972891004
19uua76538a015528,5489.761908124608
1gkkrped5cj191971,19096.257680946655
1g6ky54981u193521,878.8241345659305
1gnfk13058j195631,15187.933833395573
1c3cdzab1cn110153,10645.117476672136
3fahp0ja8cr380222,8786.298282472808
2gkflvekxf6115850,22719.86175949795
5fnrl5h62cb023466,19206.656277221955
19xfb2f58ce384530,10169.700358577205
jn1cv6el4bm263465,20087.28334154865
wddug8fb3ea047003,81310.73006098176
1fadp3f23el151370,11233.306379984673
sajwj0ef9e8u17518,31739.463877131922
1y1sk5281vz435434,494.83168564912296
5npeb4ac1ch382692,11828.03123918385
3vwll7aj3cm451233,15037.985625424777
jn1az0cp9ct025892,12225.879545916354
5uxff0c52alt84622,19968.335261217053
jf1gr7e62eg229472,24654.60388379407
2c3ccakg4eh381315,9343.779589762858
1hgem22693l017097,1623.9064855343283
5tdza23c75s376821,2595.4507408048844
3fahp0hg4cr446789,8709.399204257608
2g1155s32e9308156,23293.750850230957
1g1ye3dw6d5107639,26131.49269895631
jn8as5mv3bw680885,14398.622000170288
5yfbu4ee4cp049754,5985.263081826812
2s3db217886106204,4383.267101064574
1d7ha18n95s211222,4424.648689855389
4jgda5jb9ea373661,40649.16128801534
2gnalbekxd6317192,11107.79667009512
3fadp4ej7em171022,10218.42888150355
wbahn835x8dt86714,17614.112782161916
1n4bl2ep6bc162742,14480.2743549557
yv4cy982081483265,7294.407206225631
1b3hb48b97d113654,2007.9926894688851
jm1gj1v60e1155776,19125.26909753799
2t1bu4ee1dc109684,12202.276303122737
5n1ar18w77c632569,4773.138644760972
jthbk1eg0c2495807,20280.873575539492
3fa6p0h79er144022,13707.811157683445
1gkkrredxbj149077,20993.54951672456
jn8az08w27w649457,6285.084960234403
1fmju1j57eef44851,29611.569145194684
1gnskbe03br279313,12419.758715687774
1fbne3bl1eda14705,19470.550879042
wbsdx9c51be784146,32854.533097219006
1fmru17l62la50402,1334.4802938817368
2t1bu4ee9bc695046,10822.410985275426
1n4bl21ex9c125448,7494.8409156829675
2c4rdgcg1er430548,17110.731223780043
1c4njpba9ed698612,14198.655950254524
5tdzk22c97s018556,6641.900798021815
4t1bf32k02u539832,3006.332977004234
2t2bk1ba8cc150846,29650.843118521396
kl1td66677b723852,3886.4847179937888
jf2gpagc7eh336867,21945.841878490708
1ftne2ew1bda61109,8619.483773383095
1g1pe5sb8e7118512,12270.737998496023
3fadp0l32ar287836,10506.234394931293
5fnrl38746b007853,3692.5818706018185
jhmze2h31ds001492,11273.896133881148
1fafp532x4a167651,1295.107329717081
wddgj4hbxcf878857,22704.928838294876
wddgf4hb9cr222682,19712.18611826111
1fadp3k25el283438,13030.497777270084
4jgdf7de2da230987,57669.957205225255
jm1bl1ug8c1598320,8736.01576749985
1d8hb48p17f583533,4613.048710338391
knade123476193032,3616.027073864092
5npe24af8fh042292,8993.767295971911
knagr4a60b5178704,15393.124023715698
2c4rdgcg3er320181,16033.35270857712
kmhgc4dd3cu191996,17681.11958941887
2c4rc1bg8er256026,18422.627056377565
4t1bf3ek0au572906,10260.592982090391
2c3ca4cd9ah149735,10459.403369292273
1c4njcaa1ed784930,20845.59824744926
wbabm5344yjn93034,1535.5736920713666
2c3cdxbg3ch212108,13584.165178725234
jm3ke4cy7f0467547,18830.715843785645
jn1by1ar9cm392948,25393.68474929873
2cnbj734036904435,2345.271610130295
4s4brblc8e3325724,26529.62064961371
4t1bf3ekxau504919,8820.758354317499
5npe24af4fh104397,18135.094077915273
1fmzu73e75ua80601,2211.242490244783
1gchg35u771224656,4831.240185039505
1ftfx1ef8cfa64538,19654.95232449644
kmhct4ae9du526465,10071.382304578166
kmhdh4ae6du794086,12577.45276946568
1ftne2ew5eda18994,21711.5989180202
jn1cv6ap3dm717362,21080.76534472518
1fmcu9eg3cka73024,14143.684287478329
jtdbt1239y0052154,740.1635309392673
jtdkb20u297869320,6583.827945354768
1fmju1j54eef46380,29380.676562799068
jn8as5mv0cw375846,14688.050559833502
1n4al2ap6bn412602,7721.167586216267
1c6rr7lt6ds568122,21625.54001769025
1gcdt196x58148235,5785.537088626186
1gker13738j285930,4324.677887618409
wmwsu3c56ct262434,11047.44303702941
5fnrl3h29ab020921,10118.99514698175
jn8as5mt9dw544620,15824.696909440428
jn8as5mv7cw706079,14494.576070270481
2fmdk4jc5dbb19464,22363.201102845953
jtdzn3eu0c3086192,15710.169158545506
jn8az1mw5dw316340,17265.285528792832
js2yc412885102085,9557.954897639675
2fmgk5c8xebd09905,22187.016605042776
1n4aa5ap1ac868928,13004.360570768382
2c3ccakt3dh665644,20162.374092068978
5yjsa1h11efp43347,59286.1996947275
2t2bk1ba8cc144660,28419.723932762565
1fafp34nx7w322283,2779.170251823383
1gcpkse70cf193858,27348.734446131326
2c4rdgbg5cr323470,9367.348965309959
kmhct4ae6du397407,9767.261728928708
jn8as5mv0cw701421,13292.272760698495
3n1ab6ap2al678608,3730.674654935803
1gbfg154781228482,5422.592595556592
19xfb2f56ce336878,11001.554986297808
3gtp2we70dg375101,28543.82862740734
3fahp0ha4br341325,8550.42403625786
1g4hp52k0wh427579,520.247665180779
jtezt17rx40015390,7656.173605377978
1fmcu0f72dub12346,14722.585901356426
1fmcu0dgxcka47369,15368.758737610015
1fahp3fn5aw206566,6891.459652686663
1fmhk8d89cga97430,22862.725556895548
waulf78k19n065138,15037.119004762557
1n4al2ap2cn443329,10611.970595273926
1n4al3ap1dn559175,11664.138411297037
2t1bu4ee7dc059471,9976.880015234725
3n1ce2cp7el429460,11216.106988823407
1yvhp80c685m35895,2012.7076082242697
wddhf2eb7da710400,32324.377186338872
2g1wg5e31d1227531,9218.288121004518
